quiz_detail_id,category,year level,question,answer_1,answer_2,answer_3,answer_4,correct_answer,is_active,difficulty_level
8569,Science,Junior (Grade 7-10),What is the composition of cell wall?,Hydrophobic sugars with iron,Proteins in two sub-units,Cellulose and lignin,Lipid bilayer with glycoproteins,Cellulose and lignin,1,Average
8570,Science,Junior (Grade 7-10),"What is a tiny, barrel-like organelle that aids in the spatial arrangement of the genetic material and organelles during cell division?",lysosome,nucleus,cilia,centriole,centriole,1,Average
8571,Science,Junior (Grade 7-10),Which of the following statements is/are true? I) All animals cells have centrioles. II) All animals cells have lysosomes. III) All animal cells have chloroplasts. IV) All animals cells have cell wall.,I and II only,"I, II, III only",I only,All of the above.,I and II only,1,Average
8572,Science,Junior (Grade 7-10),"Which of the following statements is/are true? 1) Animal cells, like plant cells, are eukaryotic. 2) But animal cells do not have a cell wall, unlike plants.",None of the statements are true.,Both statements are true.,Only the second statement is true.,Only the first statement is true.,Both statements are true.,1,Average
8573,Science,Junior (Grade 7-10),It is a membrane-bound organelle that contains hydrolytic enzymes that digest unwanted molecules inside the cell.,lysosome,centriole,granum,vesicle,lysosome,1,Average
8574,Science,Junior (Grade 7-10),"Complete the following statement. Animals don't have chloroplasts. This is the reason why they cannot make their own food, hence, they are called ________.",parasites,decomposers,producers,consumers,consumers,1,Average
8575,Science,Junior (Grade 7-10),Which of the following is not a unique feature of plants?,flagella,vacuoles,chloroplast,cell wall,flagella,1,Average
8576,Science,Junior (Grade 7-10),They are channels in the cell wall of plant cells which serve for transport and communication.,thykaloids,plasmodesmata,tonoplast,granum,plasmodesmata,1,Average
8577,Science,Junior (Grade 7-10),Which of the following is true about plants?,Plant cells can shrink since its cytoplasm is covered with cell membrane.,Both are true.,Plants cannot move due to their rigid cell wall.,None of the above,Both are true.,1,Average
8578,Science,Junior (Grade 7-10),Which of the following describes chloroplasts?,None of the above,Both are true.,Chloroplasts contain chlorophylls which gives color to the leaves of the plants.,Chloroplasts can convert solar energy into chemical energy.,Both are true.,1,Average
8579,Science,Junior (Grade 7-10),What is the composition of cell wall?,Lipid bilayer with glycoproteins,Proteins in two sub-units,Hydrophobic sugars with iron,Cellulose and lignin,Cellulose and lignin,1,Average
8580,Science,Junior (Grade 7-10),What cell organelle is responsible for the packaging and transport of materials inside the cell through the vesicles?,Golgi apparatus,nucleolus,mitochondrion,ribosome,Golgi apparatus,1,Average
8581,Science,Junior (Grade 7-10),"Identify. Mitochondrion is to ________, Chloroplast is to protein synthesis.",Protein synthesis,Support and rigidity,Packaging of fats,ATP synthesis,ATP synthesis,1,Average
8582,Science,Junior (Grade 7-10),Which of the following is/are false?,The cytoplasm is the site of some cellular processes.,The cytoplasm is purely air where the organelles float.,Both A and C.,The cytoplasm does not contain the cell membrane.,The cytoplasm is purely air where the organelles float.,1,Average
8583,Science,Junior (Grade 7-10),Which of the following organelles contain the genetic material?,Golgi apparatus,nucleus,endoplasmic reticulum,ribosome,nucleus,1,Average
8584,Science,Junior (Grade 7-10),Which of the following organelle-function pairing is NOT true?,Mitochondrion - synthesis of energy via ATP,Smooth ER - synthesis of lipids,Golgi apparatus - packaging of lipids,Ribosome - transport of proteins,Ribosome - transport of proteins,1,Average
8585,Science,Junior (Grade 7-10),Which of the following may cause severe diarrhea?,Plasmodium,Yeasts,Entamoeba histolytica,Chytrids,Entamoeba histolytica,1,Average
8586,Science,Junior (Grade 7-10),Which of the following can be used in making beer and bread?,Yeasts,Salmonella,Penicillium notatum,Cyanobacteria,Yeasts,1,Average
8587,Science,Junior (Grade 7-10),Which of the following can be used in making jam and ice cream?,Algae,Protozoa,E. coli,Salmonella,Algae,1,Average
8588,Science,Junior (Grade 7-10),Which of the following can contaminate food?,Salmonella,Protozoa,Algae,Lactobacillus,Salmonella,1,Average
8589,Science,Junior (Grade 7-10),Which of the following is caused by virus?,Malaria,Chicken pox,Sleeping sickness,Diarrhea,Chicken pox,1,Average
8590,Science,Junior (Grade 7-10),True or false. Asexual reproduction involves two parents in all organisms.,Maybe,Sometimes,FALSE,TRUE,FALSE,0,Average
8591,Science,Junior (Grade 7-10),True or false. Asexual reproduction can produce many offspring in one reproductive cycle.,TRUE,Sometimes,Maybe,FALSE,TRUE,0,Average
8592,Science,Junior (Grade 7-10),True or false. Spores are outgrowths at the side of a parent organism that detaches when mature to become a new organism.,FALSE,Maybe,TRUE,Cannot say,FALSE,0,Average
8593,Science,Junior (Grade 7-10),True or false. Parthenogenesis is the development of an unfertilized egg into a new organism by a female parent.,Maybe,Cannot say,FALSE,TRUE,TRUE,0,Average
8594,Science,Junior (Grade 7-10),True or false. Asexual reproduction only happens in prokaryotes.,TRUE,Sometimes,Maybe,FALSE,FALSE,0,Average
8595,Science,Junior (Grade 7-10),True or false. Sexual reproduction involves two parents in all organisms.,FALSE,Maybe,TRUE,Cannot say,FALSE,0,Average
8596,Science,Junior (Grade 7-10),True or false. Fertilization is the fusion of male and female gametes to form zygote.,Cannot say,Maybe,FALSE,TRUE,TRUE,0,Average
8597,Science,Junior (Grade 7-10),True or false. The male gamete is the egg cell.,TRUE,Sometimes,Cannot say,FALSE,FALSE,0,Average
8598,Science,Junior (Grade 7-10),"True or false. In sexual reproduction, the offspring is identical to its parent.",FALSE,Sometimes,TRUE,Cannot say,FALSE,0,Average
8599,Science,Junior (Grade 7-10),True or false. Gametes are produced through meiosis instead of mitosis.,Sometimes,Cannot say,FALSE,TRUE,TRUE,0,Average
8600,Science,Junior (Grade 7-10),What is the part of the sexual reproduction wherein the male gamete fuses with the female gamete?,Internal fertilization,Zygote,Fertilization,Embryo,Fertilization,1,Average
8601,Science,Junior (Grade 7-10),What is internal fertilization?,The fertilization process that takes place in the womb of a mammal or reptile.,The fertilization process that takes place outside the body of an animal.,The fertilization process that takes place in the sea.,Both A & C.,The fertilization process that takes place in the womb of a mammal or reptile.,1,Average
8602,Science,Junior (Grade 7-10),What is external fertilization?,Both A & B.,The fertilization process that takes place outside the body of an animal.,The fertilization process that takes place in the womb of a mammal or reptile.,The fertilization process that takes place in the sea.,The fertilization process that takes place outside the body of an animal.,1,Average
8603,Science,Junior (Grade 7-10),images/quizzes/SciQ07015_04.png,"1,2,3","1,3,2","3,1,2","3,2,1","3,1,2",0,Average
8604,Science,Junior (Grade 7-10),images/quizzes/SciQ07015_05.png,"3,2,1,4","1,2,3,4","2,3,1,4","2,3,4,1","2,3,1,4",0,Average
8605,Science,Junior (Grade 7-10),"Fishermen harvesting milkfish in a pond, catfish preying on fingerlings, and mothers broiling fresh tilapia are the living parts in an ecosystem referred to as ________.",ecosystem,Biotic factor,Abiotic factor,Limiting factor,Biotic factor,1,Average
